Question,Answer
유심카드(모바일 후불교통카드 포함) 재발급은 언제 필요한가요?,"다음과 같은 경우 유심 재발급이 필요합니다.① 재발급이 필요한 경우- 유심을 바꾸거나 통신사변경(번호이동)을 한 경우② 재발급이 불가한 경우(기존 유심카드를 발급 받은 유심 칩을 그대로 사용하실 경우, 다음과 같은 경우에도 동일상품의 재발급은 불가)- 유심칩은 그대로 사용하고, 휴대폰 기기만 변경(유심기변)한 경우- 유심카드 다운로드 가능알림 SMS를 받지 못한 경우- 휴대폰을 공장초기화 한 경우- 유심비밀번호 잠김으로 인해 유심초기화를 한 경우③ 재발급 신청 방법- 모바일 전담 고객센터(☎ 1544-9955)를 통해 신청- 신한은행 영업점, 신한카드 지점을 방문하여 신청④ 주의사항- 새로운 유심 칩에 유심카드를 재발급한 경우에도 기존 유심에 신용카드 정보가 남아있으므로 남에게 양도하거나 통신사 대리점에 맡기시면 안되며 유심칩을 직접 폐기할 것을 권장합니다.- 재발급한 카드정보(카드번호/유효기간/카드고유확인번호 등)는 기존의 카드정보와 동일하지 않습니다.(각종 요금 자동이체, 신한Smart결제, Paypin, UBI Pay 등 간편결제 서비스들에 등록된 카드정보를 재발급된 카드정보로 변경하셔야 합니다.) "
휴대폰 초기화를 했습니다. 유심카드(모바일 후불교통카드 포함) 재발급이 필요한가요?,"유심카드(모바일 후불교통카드 포함)는 휴대폰 메모리가 아닌 유심 칩에 저장되기 때문에, 휴대폰 초기화를 하더라도 삭제되지 않습니다. 통신사 앱스토어에서 ‘유심카드 앱’을 재설치 하시고 휴대폰 초기화 이전과 동일하게 사용하시면 됩니다.※ 유심카드 재발급은 기존에 고객이 보유한 동일 유심카드 상품을 다시 신청하여 발급하는 것을 말합니다. "
유심카드(모바일 후불교통카드 포함) 분실 신고 해제는 어떻게 하나요?,유심카드(모바일 후불교통카드 포함) 분실신고를 한 고객이 핸드폰을 다시 찾은 경우 분실B/L등재로 인해 유심카드 앱에서 카드정보조회가 불가능하므로 고객이 보유한 다른 신용카드로 본인인증 후 분실신고해제가 가능합니다. 
스마트폰을 분실하였습니다. 유심카드(모바일 후불교통카드 포함) 분실신고도 해야 하나요?,"네, 유심카드 분실신고와 스마트폰 분실신고는 별도입니다. 유심카드 분실신고를 하시면 타인이 사용할 수 없도록 안전하게 거래일시정지 상태가 되며, 추후 휴대폰을 다시 찾으시거나 교체하시면 분실신고해제/재발급을 위해 다시 모바일전담 고객센터(☎ 1544-9955)로 연락하시기 바랍니다.또한 유심카드 분실신고를 하시면 모바일 후불교통카드도 이용이 불가합니다. 단, 교통 운영사에 따라 이용정지 처리가 1~3일 소요될 수 있습니다. "
유심카드(모바일 후불교통카드 포함)를 해지하면 카드정보는 삭제되나요?,유심카드는 해지하더라도 유심에 정보가 그대로 남아있습니다. 때문에 남에게 양도하거나 통신사 대리점에 반납하시기 보다는 본인이 직접 폐기하시는 것을 권장합니다. 
유심카드(모바일 후불교통카드 포함)를 해지하고 싶습니다.,"고객센터를 통해 유심카드를 해지하시면 됩니다. 유심카드를 해지하시면 같이 발급된 모바일 후불교통카드도 이용이 불가합니다. 단, 교통 운영사에 따라 이용정지 처리가 1~3일 소요될 수 있습니다.※ 유심카드는 해지하더라도 유심에 정보가 남아있으며, 완전한 폐기를 위해서는 유심 칩을 교체하여야 합니다. "
유심카드(모바일 후불교통카드 포함)를 삭제하고 싶습니다.,"유심 칩에 저장된 유심카드 정보는 삭제할 수 없습니다. 유심 칩의 정보는 고객님의 안전한 금융거래를 위해 삭제기능을 제공하고 있지 않습니다. 여분의 용량 등으로 반드시 삭제해야 하는 경우, 유심 칩을 교체하셔야 합니다. "
유심카드와 플라스틱카드의 실적은 별도로 관리 되나요?,할인/적립 한도 등 다양한 서비스와 관련된 실적은 통합되어 관리됩니다(일부 서비스의 제외). 다만 모바일과 플라스틱 카드 각각의 사용실적은 별도 조회 가능합니다. 
유심카드 가맹점인데 결제가 되지 않습니다.,"유심카드 결제가 되지 않는 이유는 다음 두 가지의 가능성이 높습니다.① 계산단말기와 RF리더기가 정상적으로 연결 및 설정되어 있지 않거나 단말기가 노화된 경우입니다. 이 경우, 신한카드 모바일전담 고객센터(☎ 1544-9955)로 연락주시면 해당 가맹점 담당자를 통해 신속한 조치를 취하도록 하겠습니다.② 스마트폰의 RF기능이 정상적으로 작동하지 않는 경우입니다. NFC 기능지원 스마트폰의 경우, 시스템설정 무선 및 네트워크 설정 NFC, 읽기쓰기/P2P 사용 항목을 활성화 시켜야 결제가 가능합니다. 스마트폰 RF기능의 결함 여부는 교통카드 단말기(버스, 지하털, 택시 등)에 접촉해 반응이 있는지 살펴보시면 알 수 있습니다.특히 갤럭시S1의 경우, RF배터리커버를 구입하여 장착해야 오프라인 결제가 가능합니다. "
카드정보 조회 시 플라스틱 카드와 카드번호가 다릅니다.,유심카드는 플라스틱카드와 별도의 카드로 카드번호도 새롭게 지정됩니다. 때문에 온라인 쇼핑 시 유심카드로 결제하기 위해서는 유심카드 앱에서 카드정보를 조회한 후 안심클릭 등에 입력하셔야 합니다. 
교통 외에 일반 결제 이용이 가능한가요?,"모바일 후불교통카드는 유심카드와 모바일 후불교통카드가 동시에 발급됩니다.유심카드는 기존 유심카드와 동일하게 온/오프라인에서 결제가 가능하며, 모바일 후불교통카드는 울산버스에서 이용 가능합니다. 유심카드 앱에서 유심카드는 주결제카드로 모바일 후불교통카드는 주교통카드로 설정하신 카드를 이용하실 수 있습니다. "
울산 외 타 지역에서도 이용 가능한가요?, 모바일 후불교통카드는 시범서비스로 울산 버스에서만 이용 가능합니다.
모바일 후불교통카드가 인식되지 않습니다. ,모바일 후불교통카드가 정상적으로 인식되지 않는 경우는 다음과 같은 원인이 있습니다.① 교통단말기의 감도가 떨어져 정상적으로 인식하지 못하는 경우입니다.② 특정 휴대폰의 경우 NFC 감도가 나빠 정상적으로 인식하지 못할 수 있습니다.③ 휴대폰 후면 커버를 교체한 경우 커버에 NFC 안테나가 없어 인식되지 않을 수 있습니다.④ 스마트폰의 NFC가 활성화 상태인지 확인하십시오.⑤ 유심카드 앱에서 주교통카드가 정상적으로 설정되어 있는지 확인하시기 바랍니다.⑥ 휴대폰을 교통단말기에 접촉 시간이 너무 짧은 것은 아닌 지 확인하십시오. 경우에 따라 1-2초 정도 시간이 소요될 수 있습니다. 
모바일 티머니/캐시비를 다시 사용하고 싶습니다.,모바일 후불교통카드 발급 시 모바일 티머니/캐시비는 자동으로 잠금이 걸려 이용이 불가합니다. 다시 사용하고자 하는 경우 티머니/캐시비 앱이나 통신사 전자지갑에서 모바일 티머니/캐시비를 활성화하시면 됩니다.자세한 사항은 ‘이용안내-주교통카드 설정방법’에서 확인하실 수 있습니다. 
주교통카드 설정은 어떻게 하나요?,"모바일 후불교통카드 발급 시 발급된 카드로 주교통카드가 자동으로 설정됩니다. 주교통카드를 변경하려면 유심카드 앱, 통신사 전자지갑을 통해 변경하실 수 있습니다.자세한 사항은 ‘이용안내-주교통카드 설정방법’에서 확인하실 수 있습니다. "
여러 장의 모바일 후불교통카드가 있습니다. 어떤 카드로 결제가 되나요?,여러 장의 교통카드가 있을 때 어떤 카드로 결제를 진행할지 설정하는 메뉴가 주교통카드 설정입니다. 교통단말기 접촉 시 주교통카드로 설정된 카드로 결제됩니다. 
모바일 후불교통카드 발급 후 기존에 사용하던 모바일 티머니(모바일 캐시비) 이용이 안됩니다.,"모바일 후불교통카드 발급이 완료되면 모바일 티머니(모바일캐시비)가 잠금되어 이용이 불가합니다. 동시에 두 가지의 교통카드를 이용할 수 없기 때문입니다.만약, 모바일 티머니(모바일캐시비)를 다시 이용하려면 티머니(캐시비) 앱이나 통신사 전자지갑에서 모바일 티머니(모바일캐시비) 서비스를 활성화하시면 됩니다."
카드정보 입력 시 ‘유효하지 않은 카드정보’라고 에러가 발생합니다. ,대부분의 경우 카드선택을 잘못하셨거나 번호 입력이 잘못된 경우입니다. 카드번호/유효기간/카드고유확인번호 및 본인명의의 유효카드가 맞는지 확인하시고 다시 한번 입력해 주십시오. 오류가 반복되는 경우 모바일 전담 고객센터(☎ 1544-9955)로 문의 주시면 오류원인에 대해 빠르게 해결해 드리겠습니다. 
주민번호 입력 시 '신청하신 카드가 없습니다' 혹은 '요청하신 애플릿은 지원하지 않습니다'라는 메시지와 함께 신한 유심카드 앱이 종료됩니다. 무슨 문제인가요? ,유심카드 발급 준비가 완료되지 않은 상태입니다. 함께 신청한 플라스틱 카드가 정상적으로 도착하였는지 확인하고 동일 현상이 지속되는 경우 신한카드 모바일전담 고객센터(☎1544-9955)로 문의하시기 바랍니다. 
모바일 후불교통카드는 여러 장 신청/발급이 가능한가요?,하나의 유심에 최대 10여 장의 유심카드(모바일 후불교통카드 포함)를 발급하실 수 있습니다(NFC금융유심기준). 타사 유심카드를 보유 중이라도 같은 유심 칩에 신한카드 유심카드 발급이 가능합니다.여러 장의 유심카드(모바일 후불교통카드 포함)를 발급하신 경우 주결제카드 설정에서 결제카드 선택 후 결제 가능합니다. 
아이폰은 모바일 후불교통카드 발급이 가능한가요?,아이폰은 NFC 지원이 되지 않아 모바일 후불교통카드 신청 및 발급이 불가합니다. 
법인명의 휴대폰으로 모바일 후불교통카드 신청/발급이 가능한가요?,"모바일 후불교통카드는 개인(본인)명의 휴대폰으로만 신청/발급 가능하며, 법인명의 휴대폰에는 불가합니다. "
국내전용 및 URS 브랜드도 모바일 후불교통카드 신청/발급이 가능한가요?,"국내전용 및 URS 브랜드의 플라스틱 카드를 소지한 경우에도 모바일 후불교통카드는 국제표준 보안규격적용으로 안전한 결제가 가능한 국제브랜드(VISA/Master)로 발급되며, 연회비는 보유하신 플라스틱 카드 기준으로 부과됩니다. "
모바일 후불교통카드 연회비는 얼마인가요?,모바일 후불교통카드를 추가해도 기존 플라스틱 카드에 부과되는 연회비에 추가되는 연회비는 없습니다. Local/URS 플라스틱 카드 고객이 VISA/Master 유심카드를 발급하여도 연회비는 Local/URS 기준으로 부과됩니다. ※ 제휴 연회비도 추가 청구되지 않습니다 
가족카드도 모바일 후불교통카드가 가능한가요?,모바일 후불교통카드 신청 시 통신사로 유심카드 가능여부 및 본인 명의 인증을 거치기 때문에 가족카드로는 모바일 후불교통카드 발급이 불가능합니다. 모바일 후불교통카드는 '신한카드 본인회원&통신사 본인명의 회원'에 한해 발급됩니다. 
모바일 후불교통카드만 추가신청 가능한가요?,"신청하려는 모바일 후불교통이 가능한 플라스틱 카드를 이미 소지한 경우, 모바일 후불교통카드만 추가신청 가능합니다. 하지만, 동일상품의 플라스틱 카드 미소지 고객은 플라스틱+모바일 후불교통카드를 동시에 신청하시면 됩니다."
모바일 후불교통카드 발급이 가능한 스마트폰 조건은 무엇인가요? ,모바일 후불교통카드 가능 스마트폰과 유심 칩은 일반 유심카드와 동일합니다. 기존 일반 유심카드를 이용하신 고객은 모바일 후불교통카드 발급이 가능합니다. 유심카드 발급을 위해서는 ①NFC 스마트폰 ②NFC 유심의 두 가지 조건을 충족해야 합니다. 모바일 전담 고객센터(☎ 1544-9955)으로 문의 주시면 고객님의 스마트폰의 모바일 후불교통카드 발급 가능 여부를 확인하실 수 있습니다. 
